"PE-Cer(d14:1(4E)/25:0)","C41H83N2O6P"
"TG(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z)/20:4(8Z,11Z,14Z,17Z))","C59H94O6"
"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0/20:4(8Z,11Z,14Z,17Z))","C59H94O6"
"TG(16:2(9Z,12Z)/24:6(6Z,9Z,12Z,15Z,18Z,21Z)/16:2(9Z,12Z))","C59H94O6"
"TG(16:2(9Z,12Z)/20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C59H94O6"
"TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))","C59H94O6"
"TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C59H94O6"
"TG(O-17:0/18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C60H98O5"
"TG(17:0/22:1(13Z)/16:2(9Z,12Z))","C58H106O6"
"TG(18:3(9Z,12Z,15Z)/19:0/18:0)","C58H106O6"
"TG(20:3(8Z,11Z,14Z)/19:0/16:0)","C58H106O6"
"TG(18:1(11Z)/19:0/18:2(9Z,12Z))","C58H106O6"
"TG(20:0/20:3(11Z,14Z,17Z)/15:0)","C58H106O6"
"TG(24:0/18:3(6Z,9Z,12Z)/13:0)","C58H106O6"
"TG(20:3(11Z,14Z,17Z)/20:0/15:0)","C58H106O6"
"TG(20:2(11Z,14Z)/16:1(6Z)/19:0)","C58H106O6"
"TG(18:1(6Z)/20:2(11Z,14Z)/17:0)","C58H106O6"
"TG(16:1(6Z)/22:2(13Z,16Z)/17:0)","C58H106O6"
"TG(15:0/18:1(9Z)/22:2(13Z,16Z))","C58H106O6"
"TG(22:2(13Z,16Z)/15:0/18:1(6Z))","C58H106O6"
"TG(20:0/15:0/20:3(8Z,11Z,14Z))","C58H106O6"
"TG(20:3(8Z,11Z,14Z)/13:0/22:0)","C58H106O6"
"TG(22:1(13Z)/18:2(9Z,11E)/15:0)","C58H106O6"
"TG(22:1(13Z)/13:0/20:2(11Z,14Z))","C58H106O6"
"TG(O-18:1(13Z)/18:1(11Z)/20:1(11Z))","C59H110O5"
"TG(O-18:1(9Z)/18:0/20:2(11Z,14Z))","C59H110O5"
"TG(O-20:1(11Z)/18:0/18:2(9Z,12Z))","C59H110O5"
"TG(O-20:1(11Z)/18:1(11E)/18:1(11Z))","C59H110O5"
"TG(O-20:1(11Z)/18:1(11E)/18:1(11E))","C59H110O5"
"TG(18:3(9Z,12Z,15Z)/20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z))","C59H96O6"
"TG(18:4(6Z,9Z,12Z,15Z)/24:5(9Z,12Z,15Z,18Z,21Z)/14:0)","C59H96O6"
"TG(18:4(6Z,9Z,12Z,15Z)/24:5(6Z,9Z,12Z,15Z,18Z)/14:0)","C59H96O6"
"TG(16:2(9Z,12Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))","C59H96O6"
"TG(16:2(9Z,12Z)/18:1(11E)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C59H96O6"
"TG(16:2(9Z,12Z)/18:1(6Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C59H96O6"
"TG(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z)/20:3(11Z,14Z,17Z))","C59H96O6"
"TG(20:3(8Z,11Z,14Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C59H96O6"
"TG(18:2(9Z,11E)/22:5(4Z,7Z,10Z,13Z,16Z)/16:2(9Z,12Z))","C59H96O6"
"TG(16:1(9Z)/18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))","C59H96O6"
"TG(16:1(6Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","C59H96O6"
"TG(O-15:0/22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C60H100O5"
"TG(O-17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","C60H100O5"
"TG(13:0/24:1(15Z)/18:1(9Z))","C58H108O6"
"TG(13:0/18:1(6Z)/24:1(15Z))","C58H108O6"
"TG(26:0/13:0/16:2(9Z,12Z))","C58H108O6"
"TG(18:1(9Z)/19:0/18:1(6Z))","C58H108O6"
"TG(18:1(6Z)/17:0/20:1(11Z))","C58H108O6"
"TG(18:0/15:0/22:2(13Z,16Z))","C58H108O6"
"TG(20:2(11Z,14Z)/18:0/17:0)","C58H108O6"
"TG(18:1(11E)/20:1(11Z)/17:0)","C58H108O6"
"TG(18:1(6Z)/18:1(11Z)/19:0)","C58H108O6"
"TG(22:1(13Z)/18:1(9Z)/15:0)","C58H108O6"
"TG(13:0/20:2(11Z,14Z)/22:0)","C58H108O6"
"TG(15:0/20:1(11Z)/20:1(11Z))","C58H108O6"
"TG(O-18:0/18:1(9Z)/20:1(11Z))","C59H112O5"
"TG(O-18:1(11Z)/16:1(9Z)/22:0)","C59H112O5"
"TG(O-20:1(11Z)/18:0/18:1(9Z))","C59H112O5"
"TG(O-22:1(13Z)/16:0/18:1(6Z))","C59H112O5"
"TG(O-22:1(13Z)/18:0/16:1(9Z))","C59H112O5"
"TG(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/12:0)","C59H98O6"
"TG(22:3(10Z,13Z,16Z)/18:3(9Z,12Z,15Z)/16:2(9Z,12Z))","C59H98O6"
"TG(14:0/22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))","C59H98O6"
"TG(18:3(9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z)/18:1(6Z))","C59H98O6"
"TG(20:3(11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z)/18:1(9Z))","C59H98O6"
"TG(20:4(8Z,11Z,14Z,17Z)/14:0/22:4(7Z,10Z,13Z,16Z))","C59H98O6"
"TG(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z)/16:1(6Z))","C59H98O6"
"TG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)/18:2(9Z,12Z))","C59H98O6"
"TG(16:2(9Z,12Z)/24:6(6Z,9Z,12Z,15Z,18Z,21Z)/16:0)","C59H98O6"
"TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))","C59H98O6"
"TG(18:3(6Z,9Z,12Z)/18:2(9Z,11E)/20:3(8Z,11Z,14Z))","C59H98O6"
"TG(20:3(8Z,11Z,14Z)/16:1(9Z)/20:4(8Z,11Z,14Z,17Z))","C59H98O6"
"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11E)/16:2(9Z,12Z))","C59H98O6"
"TG(16:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C59H98O6"
"TG(18:1(11E)/16:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C59H98O6"
"TG(18:1(11E)/16:1(6Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C59H98O6"
"TG(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(6Z))","C59H98O6"
"TG(16:1(6Z)/24:5(6Z,9Z,12Z,15Z,18Z)/16:2(9Z,12Z))","C59H98O6"
"TG(18:1(6Z)/20:3(11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))","C59H98O6"
"TG(18:1(6Z)/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))","C59H98O6"
"TG(O-17:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","C60H102O5"
"TG(15:0/18:1(11Z)/22:0)","C58H110O6"
"TG(17:0/16:1(9Z)/22:0)","C58H110O6"
"TG(24:0/18:1(9Z)/13:0)","C58H110O6"
"TG(16:1(9Z)/20:0/19:0)","C58H110O6"
"TG(22:1(13Z)/14:0/19:0)","C58H110O6"
"TG(18:1(11Z)/24:0/13:0)","C58H110O6"
"TG(18:1(11E)/24:0/13:0)","C58H110O6"
"TG(18:1(6Z)/20:0/17:0)","C58H110O6"
"TG(13:0/26:0/16:1(6Z))","C58H110O6"
"TG(13:0/16:1(6Z)/26:0)","C58H110O6"
"TG(17:0/12:0/26:1(17Z))","C58H110O6"
"TG(17:0/26:1(17Z)/12:0)","C58H110O6"
"TG(O-14:0/16:0/26:1(17Z))","C59H114O5"
"TG(O-18:0/18:0/20:1(11Z))","C59H114O5"
"TG(14:1(9Z)/24:4(9Z,12Z,15Z,18Z)/18:2(9Z,12Z))","C59H100O6"
"TG(14:1(9Z)/22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))","C59H100O6"
"TG(12:0/20:3(11Z,14Z,17Z)/24:4(9Z,12Z,15Z,18Z))","C59H100O6"
"TG(12:0/24:6(6Z,9Z,12Z,15Z,18Z,21Z)/20:1(11Z))","C59H100O6"
"TG(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:1(11Z))","C59H100O6"
"TG(16:0/24:6(6Z,9Z,12Z,15Z,18Z,21Z)/16:1(9Z))","C59H100O6"
"TG(16:0/24:6(6Z,9Z,12Z,15Z,18Z,21Z)/16:1(6Z))","C59H100O6"
"TG(18:0/20:3(11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))","C59H100O6"
"TG(18:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H100O6"
"TG(18:3(9Z,12Z,15Z)/20:3(11Z,14Z,17Z)/18:1(11Z))","C59H100O6"
"TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/20:2(11Z,14Z))","C59H100O6"
"TG(18:4(6Z,9Z,12Z,15Z)/22:1(13Z)/16:2(9Z,12Z))","C59H100O6"
"TG(18:2(9Z,12Z)/16:1(6Z)/22:4(7Z,10Z,13Z,16Z))","C59H100O6"
"TG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/20:1(11Z))","C59H100O6"
"TG(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/16:0)","C59H100O6"
"TG(20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z)/14:0)","C59H100O6"
"TG(20:3(8Z,11Z,14Z)/18:1(6Z)/18:3(6Z,9Z,12Z))","C59H100O6"
"TG(22:5(4Z,7Z,10Z,13Z,16Z)/16:2(9Z,12Z)/18:0)","C59H100O6"
"TG(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/16:1(9Z))","C59H100O6"
"TG(18:2(9Z,11E)/20:4(5Z,8Z,11Z,14Z)/18:1(6Z))","C59H100O6"
"TG(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(6Z))","C59H100O6"
"TG(16:1(9Z)/24:5(9Z,12Z,15Z,18Z,21Z)/16:1(9Z))","C59H100O6"
"TG(16:1(9Z)/18:2(9Z,11E)/22:4(7Z,10Z,13Z,16Z))","C59H100O6"
"TG(16:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C59H100O6"
"TG(18:1(9Z)/20:3(11Z,14Z,17Z)/18:3(9Z,12Z,15Z))","C59H100O6"
"TG(O-18:1(13Z)/24:6(6Z,9Z,12Z,15Z,18Z,21Z)/15:0)","C60H104O5"
"TG(O-18:1(13Z)/15:0/24:6(6Z,9Z,12Z,15Z,18Z,21Z))","C60H104O5"
"TG(O-15:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))","C60H104O5"
"TG(O-17:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C60H104O5"
